"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.529417937E1,-1.014602661E1,-4.950607300E0,-5.456985474E0,1.253910121E1
7.529915373E1,-1.091397095E1,-4.819534302E0,-4.399353027E0,1.271601273E1
7.530415861E1,-1.094868469E1,-4.863815308E0,-3.381805420E0,1.244857437E1
7.530916350E1,-1.064103699E1,-5.019439697E0,-4.765060425E0,1.269378761E1
7.531416838E1,-1.101931763E1,-5.081100464E0,-3.626022339E0,1.266455609E1
7.531917326E1,-1.116654968E1,-5.061935425E0,-3.653549194E0,1.279310141E1
7.532414763E1,-1.126531982E1,-5.157104492E0,-4.213790894E0,1.308660350E1
7.532915251E1,-1.154185486E1,-5.440231323E0,-2.959228516E0,1.309838020E1
7.533415739E1,-1.115039062E1,-5.465957642E0,-5.814910889E0,1.371207835E1
7.533916228E1,-1.082298279E1,-5.041595459E0,-4.674087524E0,1.282192401E1
7.534416716E1,-1.079904175E1,-4.803359985E0,-4.578903198E0,1.267509070E1
7.534914152E1,-1.079066467E1,-4.811752319E0,-6.343444824E0,1.341009682E1
7.535414641E1,-1.113603210E1,-4.835693359E0,-4.736923218E0,1.303202144E1
7.535915129E1,-1.068113708E1,-4.629196167E0,-5.601242065E0,1.291859355E1
7.536412566E1,-1.057398987E1,-4.468780518E0,-5.049972534E0,1.254119148E1
7.536913054E1,-1.069729614E1,-4.534011841E0,-2.789840698E0,1.194874969E1
7.537413542E1,-1.001554871E1,-4.738723755E0,-3.609863281E0,1.165323267E1
7.537914030E1,-1.015679932E1,-4.528625488E0,-2.686294556E0,1.144050696E1
7.538414519E1,-1.079844666E1,-4.449020386E0,-2.221221924E0,1.188840020E1
7.538915007E1,-1.073141479E1,-4.621414185E0,-3.239959717E0,1.212510089E1
7.539412443E1,-1.105882263E1,-4.650741577E0,-2.537261963E0,1.226232659E1
7.539912932E1,-1.115757751E1,-4.771636963E0,-5.129577637E0,1.317469628E1
7.540410368E1,-1.116355896E1,-4.558563232E0,-5.076904297E0,1.308359678E1
7.540910857E1,-1.105044556E1,-4.398742676E0,-3.332122803E0,1.235169326E1
7.541411345E1,-1.066735840E1,-4.411315918E0,-6.131546021E0,1.307088750E1
7.541911833E1,-1.065658569E1,-4.496307373E0,-5.310943604E0,1.272736110E1
7.542412321E1,-1.013764954E1,-4.636367798E0,-4.314346313E0,1.195330200E1
7.542912810E1,-1.017655945E1,-4.681854248E0,-4.753692627E0,1.216880089E1
7.543410246E1,-1.070626831E1,-4.799774170E0,-3.542221069E0,1.225599214E1
7.543910734E1,-1.014543152E1,-4.934448242E0,-4.389175415E0,1.210551201E1
7.544411223E1,-1.089242554E1,-5.016448975E0,-3.930679321E0,1.261982307E1
7.544911711E1,-1.196981812E1,-5.172668457E0,-3.338714600E0,1.346031426E1
7.545409148E1,-1.140777588E1,-5.223556519E0,-5.230728149E0,1.359350618E1
7.545909636E1,-1.176330566E1,-5.351638794E0,-4.200622559E0,1.358898921E1
7.546410124E1,-1.134193420E1,-5.081695557E0,-5.379776001E0,1.354271358E1
7.546910612E1,-1.075296021E1,-4.928466797E0,-5.624572754E0,1.309777679E1
7.547408049E1,-1.095407104E1,-4.786605835E0,-4.696228027E0,1.284359084E1
7.547908537E1,-1.013465881E1,-4.866806030E0,-6.706161499E0,1.309082550E1
7.548409026E1,-1.012028503E1,-4.861419678E0,-5.629364014E0,1.255959035E1
7.548909514E1,-1.016099548E1,-5.049377441E0,-5.400115967E0,1.256595775E1
7.549410002E1,-1.011311340E1,-5.178665161E0,-6.669647217E0,1.317489391E1
7.549910490E1,-1.042434692E1,-5.376785278E0,-4.425674438E0,1.253648368E1
7.550410979E1,-1.040220642E1,-5.519226074E0,-5.506057739E0,1.299940101E1
7.550908415E1,-1.126171875E1,-5.960357666E0,-5.875366211E0,1.403111189E1
7.551408903E1,-1.073141479E1,-5.953186035E0,-3.479370117E0,1.275577140E1
7.551909392E1,-8.913009644E0,-5.890930176E0,-4.487335205E0,1.158796688E1
7.552409880E1,-9.287704468E0,-5.834671021E0,-3.984542847E0,1.166967960E1
7.552907316E1,-8.503005981E0,-5.309143066E0,-5.953781128E0,1.165914322E1
7.553407805E1,-7.570465088E0,-5.027816772E0,-4.081512451E0,9.962410704E0
7.553908293E1,-8.431182861E0,-5.289382935E0,-2.724594116E0,1.031919713E1
7.554408781E1,-7.939178467E0,-5.663482666E0,-4.919479370E0,1.092276833E1
7.554906218E1,-8.170806885E0,-5.691024780E0,-5.209777832E0,1.123795503E1
7.555406706E1,-8.337814331E0,-5.864593506E0,-4.589080811E0,1.117909958E1
7.555907194E1,-8.318054199E0,-5.756256104E0,-3.030456543E0,1.055974322E1
7.556404631E1,-1.105282593E1,-6.405090332E0,-4.214385986E0,1.345181000E1
7.556905119E1,-9.387664795E0,-6.262634277E0,-4.428070068E0,1.212256751E1
7.557405608E1,-8.916610718E0,-6.348220825E0,-3.970184326E0,1.164337657E1
7.557906096E1,-1.055303955E1,-6.338653564E0,-4.748306274E0,1.319437703E1
7.558403532E1,-8.873504639E0,-5.700592041E0,-4.970962524E0,1.165960131E1
7.558928435E1,-9.231445312E0,-5.691619873E0,-3.731369019E0,1.146896831E1
7.559441130E1,-9.891052246E0,-5.950790405E0,-4.169509888E0,1.227312648E1
7.559944670E1,-8.912414551E0,-5.980712891E0,-5.179855347E0,1.191767432E1
7.560445158E1,-8.807067871E0,-5.826889038E0,-3.142395020E0,1.101779138E1
7.560945647E1,-8.489242554E0,-5.692810059E0,-3.053802490E0,1.066775680E1
7.561443083E1,-9.935943604E0,-6.105819702E0,-3.942047119E0,1.231031052E1
7.561940520E1,-1.014723206E1,-6.209960938E0,-3.540420532E0,1.241227259E1
7.562437956E1,-9.757568359E0,-6.264434814E0,-4.390365601E0,1.239873356E1
7.562935393E1,-1.108216858E1,-6.138137817E0,-5.308547974E0,1.373578821E1
7.563432829E1,-9.777923584E0,-5.360610962E0,-5.209777832E0,1.230795371E1
7.563930266E1,-9.770736694E0,-5.597640991E0,-5.714965820E0,1.262781511E1
7.564427702E1,-1.043812561E1,-5.857421875E0,-4.064758301E0,1.264065336E1
7.564925139E1,-9.815032959E0,-5.725738525E0,-6.186614990E0,1.293805081E1
7.565422575E1,-9.007583618E0,-5.535995483E0,-4.666900635E0,1.155697928E1
7.565920012E1,-9.718063354E0,-5.541976929E0,-1.731613159E0,1.132045705E1
7.566417448E1,-1.032440186E1,-5.786788940E0,-5.000885010E0,1.284869841E1
7.566914885E1,-1.036509705E1,-5.828689575E0,-4.378997803E0,1.267219321E1
7.567412321E1,-9.430755615E0,-5.745483398E0,-2.668334961E0,1.136088652E1
7.567909758E1,-8.909423828E0,-5.337875366E0,-4.666900635E0,1.138642648E1
7.568407194E1,-9.306854248E0,-5.075103760E0,-4.881774902E0,1.167073007E1
7.568904631E1,-8.585601807E0,-5.495895386E0,-5.088882446E0,1.139360123E1
7.569402068E1,-8.000228882E0,-5.431838989E0,-3.109466553E0,1.015762370E1
7.569899504E1,-8.467697144E0,-5.247497559E0,-4.526840210E0,1.094213909E1
7.570399992E1,-8.071456909E0,-5.533599854E0,-5.353439331E0,1.115475041E1
7.570900480E1,-8.625717163E0,-5.845443726E0,-2.516311646E0,1.071932989E1
7.571400969E1,-7.785949707E0,-5.898712158E0,-3.736145020E0,1.045823109E1
7.571898405E1,-7.242462158E0,-5.953781128E0,-3.794815063E0,1.011441492E1
7.572398894E1,-8.082229614E0,-5.885543823E0,-3.841491699E0,1.071070120E1
7.572899382E1,-7.534545898E0,-5.889739990E0,-5.052963257E0,1.081623117E1
7.573399870E1,-6.846221924E0,-5.804138184E0,-2.274490356E0,9.259162007E0
7.573897307E1,-6.721725464E0,-5.563522339E0,-3.383605957E0,9.358587677E0
7.574397795E1,-7.060501099E0,-5.694015503E0,-6.010040283E0,1.088085808E1
7.574898283E1,-7.010223389E0,-5.832870483E0,-2.881423950E0,9.563901611E0
7.575398772E1,-6.247070312E0,-5.854415894E0,-3.097503662E0,9.104647268E0
7.575899260E1,-7.241256714E0,-6.147109985E0,-5.028427124E0,1.074745734E1
7.576396696E1,-7.034759521E0,-5.945404053E0,-5.087677002E0,1.052236324E1
7.576897185E1,-6.733093262E0,-6.478103638E0,-4.854248047E0,1.052920205E1
7.577397673E1,-7.025192261E0,-6.041168213E0,-3.374023438E0,9.860683234E0
7.577898161E1,-6.733688354E0,-5.998077393E0,-5.288192749E0,1.045392146E1
7.578395598E1,-6.764221191E0,-6.194396973E0,-5.771224976E0,1.083661755E1
7.578908293E1,-6.657073975E0,-5.947799683E0,-3.290832520E0,9.514333063E0
7.579411833E1,-6.545745850E0,-6.263824463E0,-4.410720825E0,1.007654424E1
7.579912321E1,-7.296325684E0,-6.321289062E0,-4.985321045E0,1.086501219E1
7.580412810E1,-6.782180786E0,-6.087265015E0,-4.545394897E0,1.018397694E1
7.580910246E1,-6.655883789E0,-6.528991699E0,-4.690841675E0,1.043707417E1
7.581407683E1,-7.335235596E0,-6.132751465E0,-3.888183594E0,1.032154511E1
7.581905119E1,-7.049728394E0,-6.423049927E0,-5.261260986E0,1.089197447E1
7.582402556E1,-6.528991699E0,-6.358993530E0,-5.098449707E0,1.044311834E1
7.582899992E1,-6.659469604E0,-6.007049561E0,-4.241928101E0,9.921044998E0
7.583397429E1,-6.701965332E0,-6.482894897E0,-5.455780029E0,1.080323106E1
7.583894865E1,-7.028182983E0,-6.455368042E0,-4.164108276E0,1.041186488E1
7.584395354E1,-7.140106201E0,-6.508636475E0,-4.150344849E0,1.051517131E1
7.584895842E1,-7.195770264E0,-6.911468506E0,-5.597640991E0,1.144032741E1
7.585393278E1,-7.684783936E0,-6.646896362E0,-4.033035278E0,1.093172031E1
7.585893767E1,-7.185592651E0,-6.704360962E0,-4.657318115E0,1.087528435E1
7.586394255E1,-7.340621948E0,-6.778579712E0,-4.380187988E0,1.090962512E1
7.586894743E1,-7.608779907E0,-6.622955322E0,-3.774459839E0,1.077049748E1
7.587392180E1,-7.199966431E0,-6.910858154E0,-5.166091919E0,1.123779261E1
7.587892668E1,-8.002014160E0,-6.844421387E0,-4.009094238E0,1.126726104E1
7.588393156E1,-8.074447632E0,-6.867172241E0,-3.960006714E0,1.131531760E1
7.588893645E1,-8.366531372E0,-7.187393188E0,-5.339065552E0,1.225410499E1
7.589394133E1,-8.696334839E0,-7.019805908E0,-3.779251099E0,1.179773934E1
7.589891569E1,-8.421005249E0,-7.081451416E0,-4.967376709E0,1.207207998E1
7.590392058E1,-8.939956665E0,-7.075469971E0,-5.415679932E0,1.262199230E1
7.590892546E1,-9.112930298E0,-6.962936401E0,-3.517089844E0,1.199574520E1
7.591389982E1,-9.086593628E0,-7.270599365E0,-5.203796387E0,1.274783494E1
7.591890471E1,-9.869491577E0,-7.166442871E0,-4.940429688E0,1.315950656E1
7.592390959E1,-9.739013672E0,-7.164642334E0,-4.802169800E0,1.300927830E1
7.592891447E1,-9.199127197E0,-7.251434326E0,-4.968566895E0,1.272375330E1
7.593388884E1,-9.196731567E0,-6.857589722E0,-3.683486938E0,1.204883747E1
7.593889372E1,-8.957305908E0,-6.951568604E0,-5.784393311E0,1.272858363E1
7.594389860E1,-9.157226562E0,-6.978500366E0,-5.552154541E0,1.278204544E1
7.594890349E1,-9.349365234E0,-6.967727661E0,-3.394973755E0,1.214436931E1
7.595387785E1,-8.775344849E0,-7.125747681E0,-5.212768555E0,1.244812890E1
7.595888274E1,-8.651443481E0,-6.874359131E0,-4.222778320E0,1.182946087E1
7.596388762E1,-8.142074585E0,-6.688201904E0,-4.715972900E0,1.154408176E1
7.596889250E1,-8.344985962E0,-6.743865967E0,-5.626968384E0,1.211533293E1
7.597389738E1,-9.081802368E0,-6.587646484E0,-3.889373779E0,1.187448731E1
7.597887175E1,-8.752609253E0,-6.754638672E0,-4.840484619E0,1.206911777E1
7.598384611E1,-8.313858032E0,-6.640914917E0,-3.737945557E0,1.127804164E1
7.598909514E1,-8.143875122E0,-6.383544922E0,-3.460815430E0,1.091098489E1
7.599422209E1,-7.918823242E0,-6.415863037E0,-5.470153809E0,1.156692019E1
7.599925749E1,-8.571838379E0,-6.387130737E0,-4.180877686E0,1.147830957E1
7.600426237E1,-8.659225464E0,-6.320098877E0,-4.045608521E0,1.145830632E1
7.600926726E1,-8.535934448E0,-6.361999512E0,-5.130767822E0,1.181786754E1
7.601424162E1,-7.826644897E0,-6.126754761E0,-2.197280884E0,1.017946647E1
7.601921599E1,-7.630325317E0,-6.361999512E0,-4.513671875E0,1.091192632E1
7.602419035E1,-8.652648926E0,-6.723510742E0,-5.430648804E0,1.222971286E1
7.602916472E1,-8.201934814E0,-6.615783691E0,-3.691253662E0,1.116537873E1
7.603413908E1,-8.134902954E0,-6.616378784E0,-4.636367798E0,1.146512192E1
7.603911345E1,-8.592788696E0,-6.302139282E0,-3.457229614E0,1.120291987E1
7.604408781E1,-7.905059814E0,-6.254257202E0,-3.563171387E0,1.069120639E1
7.604906218E1,-8.746017456E0,-6.763626099E0,-4.440643311E0,1.191464529E1
7.605403654E1,-9.356536865E0,-6.946182251E0,-4.318542480E0,1.242755161E1
7.605901091E1,-8.760391235E0,-6.929412842E0,-5.819702148E0,1.259484617E1
7.606398527E1,-9.293685913E0,-6.772598267E0,-4.610641479E0,1.238945923E1
7.606895964E1,-8.734649658E0,-6.388931274E0,-3.599685669E0,1.140483601E1
7.607393400E1,-9.245803833E0,-6.886322021E0,-5.743087769E0,1.287980499E1
7.607890837E1,-9.964660645E0,-7.251434326E0,-4.981735229E0,1.329268398E1
7.608388274E1,-9.581588745E0,-7.390304565E0,-6.264434814E0,1.362595274E1
7.608885710E1,-9.640853882E0,-7.097015381E0,-5.729919434E0,1.327198808E1
7.609383147E1,-1.031422424E1,-6.810302734E0,-5.055358887E0,1.335365488E1
7.609883635E1,-1.042674255E1,-6.870162964E0,-6.439804077E0,1.404945465E1
7.610381071E1,-1.089541626E1,-7.096420288E0,-5.275024414E0,1.403193354E1
7.610881560E1,-1.107498169E1,-7.328643799E0,-6.192596436E0,1.465307101E1
7.611382048E1,-1.047343445E1,-7.114974976E0,-7.603988647E0,1.476943944E1
7.611882536E1,-1.044590759E1,-6.873748779E0,-4.890151978E0,1.342680133E1
7.612379973E1,-1.041658020E1,-6.931808472E0,-5.855621338E0,1.381460868E1
7.612880461E1,-1.083256531E1,-7.012023926E0,-6.430831909E0,1.441764716E1
7.613380949E1,-1.139041138E1,-7.079650879E0,-6.283584595E0,1.481034649E1
7.613881438E1,-1.000836182E1,-6.855789185E0,-6.378158569E0,1.370584030E1
7.614378874E1,-1.007899475E1,-6.816894531E0,-4.194641113E0,1.287055556E1
7.614879362E1,-1.054765320E1,-7.018600464E0,-5.638351440E0,1.386739873E1
7.615379851E1,-1.046147156E1,-6.940795898E0,-6.673233032E0,1.421791384E1
7.615880339E1,-1.028967285E1,-6.706756592E0,-4.138381958E0,1.296087021E1
7.616380827E1,-9.040512085E0,-6.657669067E0,-3.672103882E0,1.181269500E1
7.616881316E1,-9.883865356E0,-7.138305664E0,-4.611831665E0,1.303515222E1
7.617378752E1,-1.005982971E1,-7.155670166E0,-4.435256958E0,1.311774728E1
7.617879240E1,-9.467269897E0,-6.695388794E0,-5.084091187E0,1.266117742E1
7.618376677E1,-9.671371460E0,-6.496063232E0,-3.284851074E0,1.210473089E1
7.618901579E1,-9.518142700E0,-6.945571899E0,-2.510925293E0,1.204743771E1
7.619414275E1,-9.878479004E0,-7.090423584E0,-5.287597656E0,1.325960569E1
7.619917814E1,-9.968856812E0,-6.812698364E0,-4.137771606E0,1.276370319E1
7.620418303E1,-9.204513550E0,-6.685806274E0,-3.918716431E0,1.203243174E1
7.620918791E1,-9.306854248E0,-6.945571899E0,-2.351104736E0,1.184846819E1
7.621416228E1,-9.583984375E0,-7.097015381E0,-3.886383057E0,1.254290066E1
7.621913664E1,-9.187744141E0,-7.004837036E0,-5.877166748E0,1.296238687E1
7.622411101E1,-1.015141296E1,-6.664260864E0,-3.896560669E0,1.275330322E1
7.622908537E1,-1.055125427E1,-6.748062134E0,-4.109649658E0,1.318159814E1
7.623405974E1,-1.016339111E1,-6.904281616E0,-4.336502075E0,1.302953851E1
7.623903410E1,-1.026155090E1,-6.889907837E0,-5.012268066E0,1.333765677E1
7.624400847E1,-9.096771240E0,-6.620559692E0,-6.679824829E0,1.308446091E1
7.624898283E1,-9.643844604E0,-6.810302734E0,-3.405151367E0,1.228735195E1
7.625395720E1,-1.006343079E1,-6.596023560E0,-5.072708130E0,1.305804479E1
7.625893156E1,-9.309249878E0,-6.552337646E0,-6.684005737E0,1.320118156E1
7.626390593E1,-8.882492065E0,-6.467941284E0,-4.253890991E0,1.178255143E1
7.626888029E1,-8.895065308E0,-6.418258667E0,-5.909484863E0,1.245946397E1
7.627385466E1,-9.536102295E0,-6.215347290E0,-6.244674683E0,1.298321034E1
7.627882902E1,-9.700103760E0,-6.329666138E0,-5.521026611E0,1.283115042E1
7.628380339E1,-8.211517334E0,-6.271011353E0,-5.648513794E0,1.177541118E1
7.628877776E1,-9.030334473E0,-6.290771484E0,-5.650909424E0,1.237148026E1
7.629375212E1,-8.787918091E0,-6.157882690E0,-6.121978760E0,1.235417531E1
7.629875700E1,-8.525146484E0,-6.153701782E0,-5.290588379E0,1.177015266E1
7.630373137E1,-9.439743042E0,-6.320098877E0,-4.779418945E0,1.232457886E1
7.630873625E1,-8.714294434E0,-6.384735107E0,-6.024414062E0,1.236920914E1
7.631374113E1,-8.425796509E0,-6.466735840E0,-5.241500854E0,1.184424124E1
7.631874602E1,-9.248199463E0,-6.581054688E0,-3.891769409E0,1.199938929E1
7.632375090E1,-9.661209106E0,-6.610992432E0,-6.251266479E0,1.327111581E1
7.632875578E1,-1.048779297E1,-6.766616821E0,-5.015258789E0,1.345116074E1
7.633373015E1,-1.174595642E1,-7.311294556E0,-4.866210938E0,1.466637410E1
7.633873503E1,-1.194407654E1,-7.486663818E0,-6.776184082E0,1.564058088E1
7.634373991E1,-1.223437500E1,-7.722503662E0,-3.867828369E0,1.497588364E1
7.634874480E1,-1.304600525E1,-8.019973755E0,-5.334884644E0,1.621663424E1
7.635371916E1,-1.388757324E1,-8.287536621E0,-6.511032104E0,1.743391789E1
7.635872404E1,-1.302505493E1,-8.230667114E0,-3.517684937E0,1.580411479E1
7.636372893E1,-1.217930603E1,-8.257598877E0,-5.333084106E0,1.565136482E1
7.636873381E1,-1.356256104E1,-8.255813599E0,-5.989700317E0,1.696991544E1
7.637370818E1,-1.367747498E1,-8.474273682E0,-6.092651367E0,1.720485504E1
7.637871306E1,-1.223976135E1,-8.228866577E0,-5.320510864E0,1.567908923E1
7.638371794E1,-1.217572021E1,-8.001419067E0,-4.567535400E0,1.526870163E1
7.638872282E1,-1.080024719E1,-7.738052368E0,-6.702560425E0,1.488109909E1
7.639372771E1,-1.127728271E1,-7.651870728E0,-5.602432251E0,1.473483893E1
7.639870207E1,-1.076672363E1,-7.289749146E0,-4.611236572E0,1.379587921E1
7.640370695E1,-8.674789429E0,-6.816299438E0,-4.811752319E0,1.203606539E1
7.640871184E1,-9.364913940E0,-6.719329834E0,-4.813537598E0,1.249084268E1
7.641371672E1,-7.897277832E0,-6.378158569E0,-5.228942871E0,1.141883302E1
7.641869108E1,-7.227493286E0,-6.161483765E0,-3.646972656E0,1.017354171E1
7.642369597E1,-7.958328247E0,-6.032196045E0,-3.581130981E0,1.060881128E1
7.642870085E1,-6.654083252E0,-5.902313232E0,-4.669296265E0,1.004571814E1
7.643370573E1,-6.506240845E0,-5.796966553E0,-2.773681641E0,9.144905740E0
7.643868010E1,-6.992858887E0,-5.811325073E0,-3.579925537E0,9.771767566E0
7.644368498E1,-7.076065063E0,-6.045959473E0,-4.891357422E0,1.051426175E1
7.644868986E1,-6.792343140E0,-6.079483032E0,-1.903991699E0,9.312423082E0
7.645369475E1,-6.446990967E0,-6.254852295E0,-3.637985229E0,9.691326343E0
7.645869963E1,-7.678207397E0,-6.630737305E0,-5.040390015E0,1.132815420E1
7.646367400E1,-8.845977783E0,-7.040756226E0,-3.759490967E0,1.191458533E1
7.646867888E1,-8.492233276E0,-7.261611938E0,-3.756500244E0,1.178814354E1
7.647368376E1,-9.397842407E0,-7.398681641E0,-3.046615601E0,1.234268198E1
7.647868864E1,-1.038485718E1,-7.766784668E0,-6.148910522E0,1.435190940E1
7.648366301E1,-1.039323425E1,-8.027160645E0,-6.221939087E0,1.453159153E1
7.648866789E1,-1.101512146E1,-8.101379395E0,-3.812759399E0,1.419515351E1
7.649367277E1,-1.110729980E1,-8.259994507E0,-6.502059937E0,1.529301807E1
7.649867766E1,-1.060630798E1,-8.309082031E0,-6.455963135E0,1.494035051E1
7.650368254E1,-9.551666260E0,-8.025955200E0,-5.032608032E0,1.345278517E1
7.650865691E1,-9.439132690E0,-7.997833252E0,-6.984481812E0,1.420723579E1
7.651366179E1,-1.007180786E1,-7.691375732E0,-5.926849365E0,1.399021507E1
7.651866667E1,-8.973464966E0,-7.420822144E0,-5.072113037E0,1.270110253E1
7.652367155E1,-8.347381592E0,-6.892303467E0,-5.351043701E0,1.207544182E1
7.652864592E1,-8.931564331E0,-6.495468140E0,-6.934799194E0,1.304052866E1
7.653365080E1,-8.078628540E0,-6.462554932E0,-7.721893311E0,1.290955040E1
7.653865568E1,-7.392700195E0,-6.335662842E0,-4.446029663E0,1.070326210E1
7.654366057E1,-7.442382812E0,-6.381744385E0,-4.999694824E0,1.100512025E1
7.654863493E1,-7.660247803E0,-6.853408813E0,-8.151657104E0,1.311861739E1
7.655363982E1,-8.161239624E0,-7.240066528E0,-5.975326538E0,1.243900811E1
7.655864470E1,-8.555084229E0,-8.224685669E0,-4.264678955E0,1.261040868E1
7.656364958E1,-1.249833679E1,-1.189259338E1,-5.278610229E0,1.804178278E1
7.656862395E1,-1.475546265E1,-1.468482971E1,-4.604644775E0,2.132066263E1
7.657362883E1,-8.831604004E0,-1.096304321E1,-4.421493530E0,1.475585141E1
7.657863371E1,-2.749145508E0,-6.183029175E0,-6.185424805E0,9.167722226E0
7.658360808E1,-1.136047363E0,-4.440048218E0,-4.100067139E0,6.149405039E0
7.658885710E1,-1.096542358E0,-4.331115723E0,9.690551758E-1,4.571655770E0
7.659395354E1,-1.459869385E0,-4.589691162E0,1.520324707E0,5.050531734E0
7.659898894E1,-5.233718872E0,-7.002441406E0,-7.677612305E0,1.163493574E1
7.660399382E1,-7.050918579E0,-9.033325195E0,-5.261856079E0,1.260966083E1
7.660899870E1,-4.626190186E0,-8.738830566E0,2.990722656E-3,9.887810892E0
7.661397307E1,-3.955825806E0,-7.556701660E0,-6.392517090E-1,8.553416892E0
7.661894743E1,-3.949234009E0,-6.616973877E0,-4.839874268E0,9.099734912E0
7.662392180E1,-1.875259399E0,-5.807128906E0,-5.080490112E0,7.940448585E0
7.662889616E1,-2.107498169E0,-6.259048462E0,-2.730590820E0,7.146562979E0
7.663387053E1,-1.930923462E0,-5.705978394E0,-2.480392456E0,6.514522360E0
7.663884489E1,-3.233367920E0,-6.649902344E0,-4.555572510E0,8.684993390E0
7.664381926E1,-4.255691528E0,-6.803726196E0,-4.615417480E0,9.257628155E0
7.664879362E1,-4.269454956E0,-6.658874512E0,-4.001312256E0,8.864499713E0
7.665376799E1,-5.513839722E0,-7.323257446E0,-3.356674194E0,9.762161121E0
7.665874235E1,-6.342239380E0,-6.622360229E0,-2.572570801E0,9.523537992E0
7.666371672E1,-6.366775513E0,-6.649902344E0,-3.205841064E0,9.748561358E0
7.666869108E1,-7.289749146E0,-6.375762939E0,-3.388992310E0,1.026041249E1
7.667366545E1,-9.179367065E0,-6.754043579E0,-1.380859375E0,1.147974987E1
7.667863982E1,-1.055484009E1,-6.873748779E0,-1.115097046E0,1.264501930E1
7.668361418E1,-1.217271423E1,-6.930618286E0,-1.265930176E0,1.406453059E1
7.668858855E1,-1.347216797E1,-6.792343140E0,9.528961182E-1,1.511764684E1
7.669356291E1,-1.401026917E1,-5.804138184E0,2.281677246E0,1.533563540E1
7.669856779E1,-1.483567810E1,-5.164291382E0,4.797378540E0,1.642504463E1
7.670357268E1,-1.558326721E1,-4.406524658E0,5.985504150E0,1.726504957E1
7.670857756E1,-1.587295532E1,-3.671508789E0,5.082885742E0,1.706652908E1
7.671358244E1,-1.580772400E1,-2.961029053E0,5.926849365E0,1.713999342E1
7.671855681E1,-1.595794678E1,-2.347518921E0,5.090072632E0,1.691377397E1
7.672356169E1,-1.586517334E1,-1.818389893E0,2.603088379E0,1.617981261E1
7.672856657E1,-1.646192932E1,-1.782485962E0,2.616256714E0,1.676356682E1
7.673357146E1,-1.625962830E1,-1.344345093E0,-1.209106445E-1,1.631555685E1
7.673857634E1,-1.655291748E1,-1.234802246E0,-1.324584961E0,1.665167676E1
7.674355070E1,-1.701618958E1,-1.223434448E0,-1.070205688E0,1.709364910E1
7.674855559E1,-1.689468384E1,-1.556823730E0,-3.339904785E0,1.729187688E1
7.675356047E1,-1.668220520E1,-1.182739258E0,-2.705444336E0,1.694149555E1
7.675856535E1,-1.673846436E1,-1.120483398E0,-2.354095459E0,1.694029036E1
7.676353972E1,-1.615487671E1,-1.197097778E0,-1.882446289E0,1.630817858E1
7.676854460E1,-1.657565308E1,-1.247375488E0,-3.435668945E-1,1.662607166E1
7.677354948E1,-1.657386780E1,-1.491592407E0,-9.750366211E-1,1.666939225E1
7.677855437E1,-1.653315735E1,-1.591552734E0,9.929962158E-1,1.663924198E1
7.678352873E1,-1.720652771E1,-2.081161499E0,2.320587158E0,1.748659354E1
7.678880827E1,-1.713769531E1,-2.603698730E0,7.290344238E-1,1.734967835E1
7.679393522E1,-1.926853943E1,-5.513244629E0,1.823181152E0,2.012452403E1
7.679897063E1,-1.961270142E1,-1.069609070E1,-1.127670288E0,2.236819289E1
7.680397551E1,-1.449209595E1,-4.908706665E0,-9.247589111E-1,1.532877768E1
7.680898039E1,-7.691345215E-1,6.686401367E0,1.569396973E0,6.911044640E0
7.681395476E1,4.763870239E0,1.212065125E1,6.345825195E0,1.448703364E1
7.681892912E1,-1.649612427E0,1.003350830E1,1.085650635E1,1.487468454E1
7.682390349E1,-1.580532837E1,9.858093262E-1,-1.957260132E0,1.595653760E1
7.682887785E1,-1.961270142E1,-4.141967773E0,-1.398513794E1,2.444172737E1
7.683385222E1,-1.947743225E1,-3.604476929E0,-5.696411133E0,2.061096118E1
7.683882658E1,-1.928649902E1,-1.669921875E-1,-4.437057495E0,1.979101842E1
7.684380095E1,-1.961270142E1,-4.662780762E-1,-1.080084229E1,2.239494734E1
7.684877531E1,-1.931343079E1,8.457489014E-1,-1.089840698E1,2.219232243E1
7.685374968E1,-1.806904602E1,6.811523438E-1,-8.911224365E0,2.015847991E1
7.685872404E1,-1.769314575E1,2.956848145E-1,-8.092407227E0,1.945820883E1
7.686369841E1,-1.659541321E1,4.956054688E-1,-8.410827637E0,1.861170024E1
7.686867277E1,-1.572990417E1,1.472473145E-1,-7.675216675E0,1.750315738E1
7.687364714E1,-1.517504883E1,4.908752441E-2,-3.633193970E0,1.560399356E1
7.687862150E1,-1.424789429E1,1.466522217E-1,-4.090499878E0,1.482417579E1
7.688359587E1,-1.347216797E1,7.182312012E-2,-3.429092407E0,1.390191149E1
7.688857024E1,-1.289816284E1,2.136840820E-1,-2.861022949E-1,1.290310506E1
7.689354460E1,-1.259649658E1,-5.267333984E-2,-1.025909424E0,1.263831440E1
7.689851897E1,-1.246481323E1,-7.421875000E-2,2.070922852E-1,1.246675437E1
7.690349333E1,-1.242889404E1,-3.040618896E-1,5.015869141E-1,1.244272680E1
7.690849821E1,-1.202667236E1,-7.056884766E-1,-2.615661621E-1,1.205019756E1
